OCCUR_DATE,OCCUR_TIME,BORO,X_COORD_CD,Y_COORD_CD,GRID_ID
2006-04-09,00:37:00,BROOKLYN,1003694.9375,182268.75,59_37
2006-04-10,08:59:00,BRONX,1011092.375,244692.1875,64_79
2006-04-10,18:49:00,STATEN ISLAND,938101.25,153589.21875,15_18
2006-04-10,18:57:00,BROOKLYN,991556.5625,168867.546875,51_28
2006-04-10,11:14:00,BRONX,1007939.4375,237826.15625,62_74
2006-04-10,22:45:00,QUEENS,1045091.0,197451.0,86_47
2006-04-10,08:59:00,BRONX,1011092.375,244692.1875,64_79
2006-04-10,10:51:00,BROOKLYN,1016120.0625,179676.0625,67_35
2006-04-11,17:15:00,BRONX,1022527.0,259623.0,71_89
2006-04-11,02:20:00,BRONX,1005501.0,245608.0,60_79
2006-04-11,14:45:00,BRONX,1005000.0,238877.5625,60_75
2006-04-12,06:00:00,BROOKLYN,997535.0,171875.0,55_30
2006-04-13,21:58:00,QUEENS,1007694.25,219656.640625,61_62
2006-04-13,04:48:00,BRONX,1020953.8125,255262.078125,70_86
2006-04-13,04:48:00,BRONX,1020953.8125,255262.078125,70_86
2006-04-13,17:26:00,BROOKLYN,997758.0625,185627.359375,55_39
2006-04-14,23:40:00,MANHATTAN,1001242.25,244432.375,57_79
2006-04-14,22:23:00,BRONX,1016992.0,247008.0,68_80
